class_id,xmin,ymin,xmax,ymax,label
00005.jpg,5.714285714,316.8831169,293.5064935,838.4415584,homerunball
00005.jpg,847.2727273,402.0779221,1033.246753,715.8441558,diget_choco
00005.jpg,772.4675325,729.3506494,1187.012987,887.2727273,cidar
00005.jpg,598.961039,697.1428571,792.2077922,940.2597403,welchs
00006.jpg,225.4545455,61.2987013,796.8831169,234.8051948,toreta
00006.jpg,929.8701299,177.6623377,1078.441558,531.9480519,coke
00006.jpg,1070.12987,172.4675325,1273.766234,755.3246753,buttering
00006.jpg,282.5974026,240,938.1818182,381.2987013,zec
00006.jpg,626.4935065,400,839.4805195,717.9220779,diget_choco
00006.jpg,837.4025974,522.5974026,1060.779221,751.1688312,diget_ori
00006.jpg,902.8571429,726.2337662,1140.779221,956.8831169,cidar
00007.jpg,225.974026,47.79220779,801.5584416,231.6883117,toreta
00007.jpg,926.2337662,176.6233766,1083.116883,538.1818182,coke
00007.jpg,285.1948052,225.4545455,940.7792208,381.2987013,zec
00007.jpg,1037.402597,165.1948052,1269.090909,756.3636364,buttering
00007.jpg,1.558441558,369.8701299,245.7142857,896.6233766,homerunball
00007.jpg,167.7922078,336.6233766,629.0909091,947.5324675,squid_peanut
00007.jpg,607.2727273,388.5714286,861.8181818,723.1168831,diget_choco
00007.jpg,578.1818182,725.1948052,898.1818182,912.2077922,welchs
00007.jpg,801.5584416,513.2467532,1051.948052,770.9090909,diget_ori
00007.jpg,907.5324675,739.7402597,1144.415584,957.9220779,cidar
00008.jpg,225.974026,0,586.4935065,215.0649351,diget_ori
00008.jpg,606.2337662,0,787.012987,332.4675325,welchs
00008.jpg,901.2987013,88.31168831,1097.662338,644.1558442,toreta
00008.jpg,1050.909091,35.32467532,1269.090909,698.1818182,zec
00008.jpg,45.19480519,339.7402597,201.038961,697.1428571,coke
00008.jpg,205.1948052,157.9220779,611.4285714,764.6753247,squid_peanut
00008.jpg,712.2077922,323.1168831,920,635.8441558,diget_choco
00008.jpg,567.7922078,334.5454545,730.9090909,729.3506494,cidar
00008.jpg,4.675324675,736.6233766,601.038961,932.987013,buttering
00008.jpg,695.5844156,641.038961,1262.857143,956.8831169,homerunball
00009.jpg,1.558441558,34.28571429,673.7662338,255.5844156,zec
00009.jpg,210.3896104,307.5324675,426.4935065,890.3896104,buttering
00009.jpg,3.636363636,352.2077922,245.7142857,876.8831169,homerunball
00009.jpg,389.0909091,117.4025974,707.012987,792.7272727,squid_peanut
00009.jpg,646.7532468,168.3116883,879.4805195,401.038961,toreta
00009.jpg,835.8441558,47.79220779,1036.363636,380.2597403,diget_ori
00009.jpg,1035.324675,176.6233766,1184.935065,535.0649351,coke
00009.jpg,846.2337662,405.1948052,1032.207792,721.038961,diget_choco
00009.jpg,785.974026,728.3116883,1190.12987,885.1948052,cidar
00009.jpg,603.1168831,695.0649351,788.0519481,942.3376623,welchs
00010.jpg,31.68831169,5.194805195,694.5454545,172.4675325,zec
00010.jpg,704.9350649,3.116883117,1271.168831,215.0649351,buttering
00010.jpg,870.1298701,130.9090909,1152.727273,360.5194805,toreta
00010.jpg,0,341.8181818,265.974026,556.8831169,diget_ori
00010.jpg,197.4025974,174.5454545,603.6363636,790.6493506,squid_peanut
00010.jpg,584.9350649,167.2727273,877.9220779,685.7142857,homerunball
00010.jpg,883.1168831,364.6753247,1027.532468,664.9350649,diget_choco
00010.jpg,156.8831169,778.1818182,490.3896104,947.5324675,welchs
00010.jpg,501.8181818,748.0519481,883.1168831,941.2987013,cidar
00010.jpg,889.3506494,711.6883117,1265.454545,840.5194805,coke
00011.jpg,55.06493506,1.038961039,250.3896104,649.3506494,zec
00011.jpg,221.2987013,55.06493506,622.3376623,695.0649351,squid_peanut
00011.jpg,529.8701299,75.84415584,721.038961,429.0909091,welchs
00011.jpg,558.961039,438.4415584,790.6493506,653.5064935,diget_ori
00011.jpg,509.0909091,721.038961,698.1818182,960,diget_choco
00011.jpg,701.2987013,102.8571429,892.4675325,286.7532468,coke
00011.jpg,821.8181818,136.1038961,1005.714286,535.0649351,cidar
00011.jpg,967.2727273,56.1038961,1178.181818,617.1428571,toreta
00011.jpg,5.194805195,677.4025974,497.6623377,960,homerunball
00011.jpg,703.3766234,715.8441558,1263.376623,920.5194805,buttering
00012.jpg,2.077922078,0,207.7922078,640,zec
00012.jpg,205.7142857,24.93506494,448.8311688,684.6753247,squid_peanut
00012.jpg,472.7272727,83.11688312,1042.077922,244.1558442,toreta
00012.jpg,414.5454545,220.2597403,625.4545455,451.9480519,diget_ori
00012.jpg,609.8701299,269.0909091,852.987013,732.4675325,homerunball
00012.jpg,1041.038961,83.11688312,1266.493506,659.7402597,buttering
00012.jpg,861.2987013,361.5584416,1038.961039,683.6363636,diget_choco
00012.jpg,89.35064935,808.3116883,445.7142857,960,welchs
00012.jpg,475.8441558,780.2597403,865.4545455,925.7142857,cidar
00012.jpg,907.012987,783.3766234,1280,929.8701299,coke
00013.jpg,478.961039,0,1027.532468,182.8571429,toreta
00013.jpg,1055.584416,85.19480519,1273.766234,649.3506494,buttering
00013.jpg,857.1428571,371.9480519,1033.766234,675.3246753,diget_choco
00013.jpg,617.1428571,215.0649351,858.1818182,720,homerunball
00013.jpg,401.038961,233.7662338,603.6363636,443.6363636,diget_ori
00013.jpg,194.2857143,12.46753247,400,638.961039,squid_peanut
00013.jpg,363.6363636,502.8571429,596.3636364,765.7142857,zec
00013.jpg,99.74025974,757.4025974,438.4415584,956.8831169,welchs
00013.jpg,501.8181818,740.7792208,886.2337662,911.1688312,cidar
00013.jpg,902.8571429,748.0519481,1280,889.3506494,coke
00014.jpg,22.33766234,20.77922078,693.5064935,211.9480519,zec
00014.jpg,43.11688312,195.3246753,542.8571429,821.8181818,squid_peanut
00014.jpg,985.4545455,497.6623377,1124.675325,851.9480519,coke
00014.jpg,985.4545455,497.6623377,1124.675325,851.9480519,buttering
00014.jpg,696.6233766,3.116883117,924.1558442,339.7402597,buttering
00014.jpg,547.012987,116.3636364,691.4285714,764.6753247,homerunball
00014.jpg,857.6623377,57.14285714,1048.831169,386.4935065,diget_ori
00014.jpg,710.1298701,345.974026,954.2857143,566.2337662,toreta
00014.jpg,739.2207792,542.3376623,930.3896104,864.4155844,diget_choco
00014.jpg,404.6753247,668.0519481,609.3506494,911.1688312,welchs
00014.jpg,590.6493506,716.8831169,771.4285714,957.9220779,cidar
00015.jpg,120.5194805,28.05194805,473.7662338,207.7922078,welchs
00015.jpg,458.1818182,24.93506494,621.2987013,400,coke
00015.jpg,615.0649351,32.20779221,778.1818182,402.0779221,cidar
00015.jpg,780.2597403,51.94805195,954.8051948,602.5974026,toreta
00015.jpg,909.0909091,11.42857143,1128.311688,670.1298701,zec
00015.jpg,576.6233766,423.8961039,802.0779221,634.8051948,diget_ori
00015.jpg,42.5974026,736.6233766,338.7012987,960,diget_choco
00015.jpg,76.88311688,198.4415584,469.6103896,785.4545455,squid_peanut
00015.jpg,467.5324675,623.3766234,1045.194805,780.2597403,homerunball
00015.jpg,351.1688312,753.2467532,920.5194805,960,buttering
00016.jpg,1059.74026,150.6493506,1256.103896,681.5584416,toreta
00016.jpg,806.2337662,107.012987,1024.415584,654.5454545,homerunball
00016.jpg,469.6103896,87.27272727,790.6493506,282.5974026,welchs
00016.jpg,413.5064935,289.8701299,553.7662338,654.5454545,coke
00016.jpg,558.961039,296.1038961,720,676.3636364,cidar
00016.jpg,14.54545455,0,310.6493506,241.038961,diget_ori
00016.jpg,238.961039,0,451.9480519,235.8441558,diget_choco
00016.jpg,19.74025974,224.4155844,420.7792208,767.7922078,squid_peanut
00016.jpg,11.42857143,769.8701299,576.6233766,957.9220779,buttering
00016.jpg,591.1688312,752.2077922,1251.948052,939.2207792,zec
00017.jpg,42.5974026,8.311688312,389.6103896,220.2597403,diget_ori
00017.jpg,391.6883117,37.4025974,736.6233766,226.4935065,welchs
00017.jpg,897.6623377,6.233766234,1243.636364,558.961039,homerunball
00017.jpg,743.8961039,27.01298701,923.6363636,585.974026,toreta
00017.jpg,570.3896104,302.3376623,737.6623377,698.1818182,cidar
00017.jpg,429.0909091,308.5714286,584.9350649,668.0519481,coke
00017.jpg,23.8961039,224.4155844,422.8571429,767.7922078,squid_peanut
00017.jpg,12.46753247,726.2337662,601.5584416,941.2987013,buttering
00017.jpg,605.7142857,729.3506494,1266.493506,917.4025974,zec
00017.jpg,976.6233766,552.7272727,1251.948052,778.1818182,diget_choco
00018.jpg,80,0,482.0779221,524.6753247,squid_peanut
00018.jpg,462.3376623,112.2077922,611.9480519,473.7662338,coke
00018.jpg,599.4805195,218.1818182,783.3766234,413.5064935,cidar
00018.jpg,766.7532468,57.14285714,963.1168831,624.4155844,toreta
00018.jpg,960,5.194805195,1177.142857,673.2467532,zec
00018.jpg,581.8181818,412.4675325,795.8441558,625.4545455,diget_ori
00018.jpg,209.8701299,504.9350649,564.1558442,688.8311688,welchs
00018.jpg,516.3636364,632.7272727,1110.649351,804.1558442,homerunball
00018.jpg,380.2597403,754.2857143,939.2207792,960,buttering
00018.jpg,25.97402597,699.2207792,331.4285714,952.7272727,diget_choco
00019.jpg,63.37662338,331.4285714,214.025974,696.1038961,coke
00019.jpg,604.6753247,11.42857143,790.6493506,322.0779221,welchs
00019.jpg,230.6493506,5.194805195,573.5064935,193.2467532,diget_ori
00019.jpg,212.987013,158.961039,604.6753247,740.7792208,squid_peanut
00019.jpg,575.5844156,324.1558442,721.038961,715.8441558,cidar
00019.jpg,727.2727273,330.3896104,918.4415584,632.7272727,diget_choco
00019.jpg,901.8181818,80,1097.142857,633.7662338,toreta
00019.jpg,1067.012987,32.20779221,1267.532468,686.7532468,zec
00019.jpg,687.7922078,643.1168831,1260.25974,960,homerunball
00019.jpg,0,736.6233766,601.5584416,938.1818182,buttering
00020.jpg,2.077922078,210.9090909,188.0519481,576.6233766,coke
00020.jpg,123.6363636,0,699.2207792,132.987013,toreta
00020.jpg,718.961039,55.06493506,1069.090909,222.3376623,welchs
00020.jpg,1029.61039,35.32467532,1239.480519,671.1688312,zec
00020.jpg,831.1688312,378.1818182,996.3636364,690.9090909,diget_choco
00020.jpg,512.2077922,382.3376623,814.5454545,574.5454545,diget_ori
00020.jpg,515.3246753,232.7272727,898.7012987,367.7922078,cidar
00020.jpg,268.0519481,178.7012987,497.6623377,638.961039,homerunball
00020.jpg,62.33766234,658.7012987,615.0649351,960,squid_peanut
00020.jpg,653.5064935,696.1038961,1206.233766,894.5454545,buttering
00021.jpg,31.16883117,173.5064935,162.0779221,526.7532468,coke
00021.jpg,111.1688312,0,683.6363636,86.23376623,toreta
00021.jpg,713.7662338,48.83116883,1064.935065,222.3376623,welchs
00021.jpg,1038.961039,30.12987013,1242.597403,672.2077922,zec
00021.jpg,832.2077922,377.1428571,1004.675325,689.8701299,diget_choco
00021.jpg,526.7532468,230.6493506,904.9350649,378.1818182,cidar
00021.jpg,270.1298701,170.3896104,486.2337662,632.7272727,homerunball
00021.jpg,511.1688312,385.4545455,815.5844156,571.4285714,diget_ori
00021.jpg,71.68831169,651.4285714,611.9480519,960,squid_peanut
00021.jpg,656.6233766,692.987013,1210.38961,896.6233766,buttering
00022.jpg,535.0649351,6.233766234,1086.753247,155.8441558,toreta
00022.jpg,1078.441558,46.75324675,1264.415584,688.8311688,zec
00022.jpg,944.4155844,237.9220779,1056.623377,597.4025974,coke
00022.jpg,600.5194805,197.4025974,930.9090909,387.5324675,welchs
00022.jpg,755.3246753,378.1818182,950.6493506,672.2077922,diget_choco
00022.jpg,572.4675325,384.4155844,743.8961039,697.1428571,diget_ori
00022.jpg,222.3376623,123.6363636,557.9220779,727.2727273,squid_peanut
00022.jpg,19.74025974,274.2857143,187.012987,681.5584416,cidar
00022.jpg,18.7012987,713.7662338,573.5064935,926.7532468,buttering
00022.jpg,669.0909091,713.7662338,1148.051948,946.4935065,homerunball
00023.jpg,14.54545455,206.7532468,192.2077922,527.7922078,coke
00023.jpg,129.8701299,0,710.6493506,96.62337662,toreta
00023.jpg,726.2337662,45.71428571,1040,222.3376623,welchs
00023.jpg,1036.883117,37.4025974,1243.636364,668.0519481,zec
00023.jpg,827.012987,379.2207792,995.3246753,690.9090909,diget_choco
00023.jpg,524.6753247,227.5324675,909.0909091,375.0649351,cidar
00023.jpg,516.3636364,386.4935065,818.7012987,577.6623377,diget_ori
00023.jpg,272.2077922,173.5064935,488.3116883,640,homerunball
00023.jpg,76.88311688,656.6233766,605.7142857,960,squid_peanut
00023.jpg,649.3506494,691.9480519,1201.038961,891.4285714,buttering
00024.jpg,32.20779221,155.8441558,164.1558442,511.1688312,coke
00024.jpg,727.2727273,46.75324675,1061.818182,209.8701299,welchs
00024.jpg,530.9090909,234.8051948,913.2467532,371.9480519,cidar
00024.jpg,258.7012987,172.4675325,474.8051948,632.7272727,homerunball
00024.jpg,126.7532468,6.233766234,687.7922078,178.7012987,toreta
00024.jpg,1038.961039,40.51948052,1246.753247,654.5454545,zec
00024.jpg,829.0909091,387.5324675,1000.519481,687.7922078,diget_choco
00024.jpg,521.5584416,379.2207792,822.8571429,570.3896104,diget_ori
00024.jpg,78.96103896,620.2597403,615.0649351,960,squid_peanut
00024.jpg,656.6233766,684.6753247,1209.350649,898.7012987,buttering
00025.jpg,258.7012987,1.038961039,411.4285714,609.8701299,squid_peanut
00025.jpg,419.7402597,2.077922078,588.0519481,597.4025974,homerunball
00025.jpg,595.3246753,51.94805195,930.9090909,257.6623377,diget_ori
00025.jpg,916.3636364,42.5974026,1055.584416,417.6623377,coke
00025.jpg,565.1948052,228.5714286,752.2077922,422.8571429,cidar
00025.jpg,750.1298701,354.2857143,931.9480519,702.3376623,welchs
00025.jpg,570.3896104,469.6103896,763.6363636,694.025974,toreta
00025.jpg,981.8181818,388.5714286,1247.792208,960,buttering
00025.jpg,646.2337662,707.5324675,972.4675325,917.4025974,diget_choco
00025.jpg,0,590.1298701,603.6363636,918.4415584,squid_peanut
00026.jpg,0,225.4545455,256.6233766,423.8961039,welchs
00026.jpg,477.9220779,8.311688312,1036.883117,216.1038961,toreta
00026.jpg,216.1038961,143.3766234,499.7402597,644.1558442,homerunball
00026.jpg,521.5584416,198.4415584,893.5064935,352.2077922,cidar
00026.jpg,514.2857143,344.9350649,824.9350649,525.7142857,diget_ori
00026.jpg,495.5844156,529.8701299,840.5194805,664.9350649,coke
00026.jpg,878.961039,287.7922078,1060.779221,844.6753247,buttering
00026.jpg,1069.090909,231.6883117,1242.597403,875.8441558,zec
00026.jpg,672.2077922,694.025974,888.3116883,954.8051948,diget_choco
00026.jpg,93.50649351,654.5454545,620.2597403,960,squid_peanut
00027.jpg,220.2597403,0,501.8181818,499.7402597,homerunball
00027.jpg,68.57142857,72.72727273,273.2467532,423.8961039,welchs
00027.jpg,507.012987,91.42857143,918.4415584,260.7792208,cidar
00027.jpg,891.4285714,89.35064935,1280,371.9480519,zec
00027.jpg,521.5584416,265.974026,847.7922078,467.5324675,diget_ori
00027.jpg,865.4545455,396.8831169,1236.363636,527.7922078,coke
00027.jpg,556.8831169,464.4155844,766.7532468,673.2467532,toreta
00027.jpg,71.68831169,510.1298701,549.6103896,825.974026,squid_peanut
00027.jpg,810.3896104,542.3376623,1191.688312,816.6233766,buttering
00027.jpg,560,735.5844156,900.7792208,960,diget_choco
00028.jpg,98.7012987,2.077922078,315.8441558,664.9350649,zec
00028.jpg,309.6103896,12.46753247,609.8701299,571.4285714,homerunball
00028.jpg,538.1818182,23.8961039,882.0779221,226.4935065,diget_ori
00028.jpg,605.7142857,222.3376623,791.6883117,617.1428571,cidar
00028.jpg,742.8571429,261.8181818,924.6753247,632.7272727,coke
00028.jpg,871.6883117,88.31168831,1120,690.9090909,buttering
00028.jpg,1002.597403,370.9090909,1235.324675,943.3766234,toreta
00028.jpg,772.987013,713.7662338,999.4805195,960,welchs
00028.jpg,492.4675325,614.025974,726.2337662,887.2727273,diget_ori
00028.jpg,4.155844156,601.5584416,577.6623377,960,squid_peanut
00029.jpg,5.194805195,236.8831169,286.7532468,461.2987013,diget_ori
00029.jpg,194.2857143,7.272727273,562.0779221,567.2727273,homerunball
00029.jpg,520.5194805,70.64935065,904.9350649,220.2597403,cidar
00029.jpg,902.8571429,87.27272727,1274.805195,345.974026,zec
00029.jpg,531.9480519,269.0909091,861.2987013,437.4025974,welchs
00029.jpg,858.1818182,392.7272727,1241.558442,530.9090909,coke
00029.jpg,558.961039,472.7272727,783.3766234,682.5974026,toreta
00029.jpg,808.3116883,546.4935065,1191.688312,813.5064935,buttering
00029.jpg,603.6363636,682.5974026,804.1558442,920.5194805,diget_choco
00029.jpg,0,554.8051948,593.2467532,884.1558442,squid_peanut
00030.jpg,29.09090909,19.74025974,233.7662338,692.987013,zec
00030.jpg,221.2987013,176.6233766,383.3766234,577.6623377,cidar
00030.jpg,575.5844156,249.3506494,731.4285714,616.1038961,coke
00030.jpg,317.9220779,446.7532468,561.038961,662.8571429,diget_ori
00030.jpg,731.4285714,1.038961039,886.2337662,604.6753247,buttering
00030.jpg,883.1168831,9.350649351,1203.116883,557.9220779,homerunball
00030.jpg,0,635.8441558,604.6753247,960,squid_peanut
00030.jpg,509.0909091,618.1818182,724.1558442,863.3766234,diget_choco
00030.jpg,853.5064935,650.3896104,1165.194805,952.7272727,toreta
00030.jpg,698.7012987,669.0909091,907.5324675,911.1688312,welchs
00031.jpg,31.16883117,5.194805195,211.9480519,674.2857143,zec
00031.jpg,185.974026,24.93506494,542.3376623,298.1818182,buttering
00031.jpg,492.4675325,6.233766234,1152.207792,192.2077922,homerunball
00031.jpg,785.4545455,162.0779221,1246.753247,782.3376623,squid_peanut
00031.jpg,683.6363636,191.1688312,847.7922078,505.974026,welchs
00031.jpg,544.4155844,256.6233766,681.5584416,605.7142857,coke
00031.jpg,199.4805195,279.4805195,452.987013,631.6883117,cidar
00031.jpg,17.66233766,672.2077922,387.5324675,888.3116883,diget_ori
00031.jpg,391.6883117,653.5064935,710.6493506,843.6363636,diget_choco
00031.jpg,723.1168831,689.8701299,981.8181818,956.8831169,toreta
00032.jpg,7.272727273,16.62337662,217.1428571,708.5714286,zec
00032.jpg,191.1688312,7.272727273,427.012987,597.4025974,buttering
00032.jpg,429.0909091,9.350649351,757.4025974,175.5844156,diget_choco
00032.jpg,423.8961039,196.3636364,548.5714286,565.1948052,coke
00032.jpg,553.7662338,194.2857143,717.9220779,530.9090909,welchs
00032.jpg,737.6623377,13.50649351,937.1428571,575.5844156,toreta
00032.jpg,920.5194805,0,1128.311688,645.1948052,homerunball
00032.jpg,233.7662338,606.7532468,633.7662338,768.8311688,cidar
00032.jpg,264.9350649,766.7532468,596.3636364,949.6103896,diget_ori
00032.jpg,592.2077922,525.7142857,1213.506494,947.5324675,squid_peanut
00033.jpg,0,4.155844156,253.5064935,679.4805195,zec
00033.jpg,162.0779221,43.63636364,422.8571429,634.8051948,buttering
00033.jpg,391.6883117,227.5324675,548.5714286,619.2207792,cidar
00033.jpg,531.9480519,275.3246753,711.6883117,632.7272727,coke
00033.jpg,704.4155844,188.0519481,882.0779221,521.5584416,welchs
00033.jpg,573.5064935,0,1240.519481,149.6103896,homerunball
00033.jpg,796.8831169,151.6883117,1277.922078,763.6363636,squid_peanut
00033.jpg,25.97402597,688.8311688,361.5584416,872.7272727,diget_ori
00033.jpg,365.7142857,672.2077922,599.4805195,945.4545455,diget_choco
00033.jpg,607.7922078,697.1428571,1170.909091,910.1298701,toreta
00034.jpg,39.48051948,0,214.025974,652.4675325,zec
00034.jpg,185.974026,7.272727273,407.2727273,590.1298701,buttering
00034.jpg,405.1948052,32.20779221,740.7792208,267.012987,diget_choco
00034.jpg,679.4805195,22.85714286,1161.558442,662.8571429,squid_peanut
00034.jpg,414.5454545,245.1948052,588.0519481,616.1038961,coke
00034.jpg,576.6233766,271.1688312,739.7402597,609.8701299,welchs
00034.jpg,179.7402597,587.012987,808.3116883,834.2857143,homerunball
00034.jpg,5.194805195,710.6493506,256.6233766,936.1038961,diget_ori
00034.jpg,771.9480519,685.7142857,1058.701299,960,toreta
00034.jpg,257.6623377,770.9090909,490.3896104,956.8831169,cidar
00035.jpg,0,73.76623377,270.1298701,779.2207792,squid_peanut
00035.jpg,249.3506494,0,432.2077922,661.8181818,zec
00035.jpg,433.2467532,0,775.0649351,173.5064935,diget_choco
00035.jpg,460.2597403,194.2857143,603.6363636,555.8441558,coke
00035.jpg,648.3116883,193.2467532,848.8311688,527.7922078,welchs
00035.jpg,842.5974026,23.8961039,1045.194805,615.0649351,toreta
00035.jpg,953.7662338,77.92207792,1273.766234,633.7662338,homerunball
00035.jpg,438.4415584,564.1558442,839.4805195,710.6493506,cidar
00035.jpg,72.72727273,724.1558442,394.8051948,960,diget_ori
00035.jpg,430.1298701,739.7402597,1014.025974,945.4545455,buttering
00036.jpg,41.55844156,65.45454545,273.2467532,669.0909091,buttering
00036.jpg,225.4545455,6.233766234,470.6493506,659.7402597,zec
00036.jpg,413.5064935,194.2857143,572.4675325,570.3896104,coke
00036.jpg,550.6493506,207.7922078,744.9350649,525.7142857,welchs
00036.jpg,500.7792208,0,728.3116883,198.4415584,diget_choco
00036.jpg,695.0649351,18.7012987,1112.727273,656.6233766,squid_peanut
00036.jpg,1079.480519,146.4935065,1280,708.5714286,toreta
00036.jpg,366.7532468,567.2727273,769.8701299,713.7662338,cidar
00036.jpg,899.7402597,661.8181818,1175.064935,957.9220779,diget_ori
00036.jpg,135.0649351,710.6493506,782.3376623,958.961039,homerunball
00037.jpg,48.83116883,204.6753247,207.7922078,861.2987013,zec
00037.jpg,196.3636364,0,505.974026,156.8831169,diget_ori
00037.jpg,526.7532468,0,849.8701299,171.4285714,diget_choco
00037.jpg,315.8441558,169.3506494,437.4025974,532.987013,coke
00037.jpg,482.0779221,191.1688312,876.8831169,330.3896104,cidar
00037.jpg,508.0519481,342.8571429,643.1168831,913.2467532,buttering
00037.jpg,686.7532468,342.8571429,1177.142857,672.2077922,squid_peanut
00037.jpg,231.6883117,520.5194805,499.7402597,960,homerunball
00037.jpg,654.5454545,682.5974026,861.2987013,914.2857143,welchs
00037.jpg,827.012987,661.8181818,1118.961039,952.7272727,toreta
00038.jpg,0,72.72727273,263.8961039,669.0909091,squid_peanut
00038.jpg,275.3246753,0,467.5324675,667.012987,zec
00038.jpg,437.4025974,191.1688312,585.974026,553.7662338,coke
00038.jpg,597.4025974,192.2077922,814.5454545,534.025974,welchs
00038.jpg,486.2337662,8.311688312,810.3896104,178.7012987,diget_choco
00038.jpg,814.5454545,25.97402597,1010.909091,589.0909091,toreta
00038.jpg,1005.714286,98.7012987,1270.649351,596.3636364,homerunball
00038.jpg,442.5974026,557.9220779,830.1298701,720,cidar
00038.jpg,802.0779221,601.5584416,1155.324675,794.8051948,diget_ori
00038.jpg,51.94805195,662.8571429,441.5584416,958.961039,buttering
00039.jpg,6.233766234,63.37662338,223.3766234,638.961039,toreta
00039.jpg,167.2727273,0,414.5454545,333.5064935,diget_ori
00039.jpg,386.4935065,0,1027.532468,190.1298701,zec
00039.jpg,1028.571429,14.54545455,1223.896104,347.012987,diget_choco
00039.jpg,421.8181818,192.2077922,775.0649351,331.4285714,coke
00039.jpg,756.3636364,251.4285714,1280,722.0779221,squid_peanut
00039.jpg,574.5454545,390.6493506,741.8181818,776.1038961,cidar
00039.jpg,738.7012987,631.6883117,927.7922078,936.1038961,welchs
00039.jpg,390.6493506,384.4155844,632.7272727,960,buttering
00039.jpg,215.0649351,327.2727273,448.8311688,957.9220779,homerunball
00040.jpg,8.311688312,110.1298701,566.2337662,318.961039,toreta
00040.jpg,590.1298701,68.57142857,958.961039,199.4805195,coke
00040.jpg,811.4285714,226.4935065,1063.896104,436.3636364,buttering
00040.jpg,564.1558442,199.4805195,790.6493506,421.8181818,zec
